frequency_thz,mode,cutoff_thz,beta_rad_m,coupling_fraction_full_beam,coupling_fraction_aperture,attenuation_np_m,copper_loss_db,output_power_fraction,relative_group_delay_ps,amplitude_real,amplitude_imag
0.38,TE12,0.2543815366920744,5916.449622352935,0.01048936122005694,0.012046218343538544,0.2784900734285551,0.967573617238823,0.00839443904051583,461.8037793210375,0.0,-0.0006140367954333945
0.38,TM12,0.3347378549623198,3769.6421394500926,0.002345929825459429,0.0026941185743577767,0.9032380627875688,3.138170452108992,0.0011389324623406042,1484.658270235161,0.0,-0.20444713550284344
0.4,TE11,0.08784923322365325,8178.698183694177,0.8024416650572712,0.8951920434033493,0.20963204079811232,0.7283363083899003,0.678546851317305,33.39139438345148,0.0,0.0010167417079995655
0.4,TM11,0.18282391732568906,7456.479803131665,0.04636981761321011,0.05172948214054609,0.49315454347403254,1.713394375650317,0.031253304991665766,165.85877677382996,0.0,0.24354601263038236
0.4,TE12,0.2543815366920744,6469.681572478049,0.008420603373179939,0.009393900477224205,0.25024531272427347,0.8694412675064446,0.006892854084498982,394.6661711841607,0.0,-0.0004871537187218494
0.4,TM12,0.3347378549623198,4589.401417934557,0.002173973541128823,0.0024252527022622,0.8012368240654787,2.7837818511145915,0.0011451861025519056,1103.0066424536453,0.0,-0.1651612251284837
0.42000000000000004,TE11,0.08784923322365325,8607.840193908545,0.8221815247291304,0.8957450142941734,0.212245254912123,0.7374155441478725,0.6937870019276631,30.180810062250472,0.0,0.0009323925725338947
0.42000000000000004,TM11,0.18282391732568906,7924.828066173769,0.05591695401564826,0.06092004170312009,0.4992418506427668,1.7345438469545682,0.03750499580370155,147.77669240877862,0.0,0.24111439129536022
0.42000000000000004,TE12,0.2543815366920744,7004.326411095295,0.006235104674007733,0.00679298154648359,0.22748557937307037,0.7903658546743092,0.0051976515762548175,342.5440143031316,0.0,-0.0003744472166099427
0.42000000000000004,TM12,0.3347378549623198,5316.616800075473,0.0020341434273392057,0.002216145435764495,0.7441586523004134,2.585471970837041,0.001121590635708518,874.8284066115524,0.0,-0.13795840004068496
0.42000000000000004,TE13,0.4072971177228144,2148.528197205688,0.0012258813944884196,0.0013355653395285849,1.754844888801954,6.096955614422513,0.0003011292151733145,4132.210062970692,0.0,0.0006012327643189685
0.44000000000000006,TE11,0.08784923322365325,9036.045979091501,0.8367670972685785,0.8943283680367922,0.21497646969390913,0.7469047562168509,0.7045537312599374,27.416218119895902,0.0,0.0008561897978121638
0.44000000000000006,TM11,0.18282391732568906,8387.974368749803,0.06643511184201092,0.07100518811979163,0.5057650530865705,1.7572077735600222,0.04432787302208538,132.62175585056488,0.0,0.2382382623894683
0.44000000000000006,TE12,0.2543815366920744,7524.347320901347,0.004136507148171492,0.004421057782114651,0.20871882988304666,0.7251634887000855,0.0035003980262406265,300.98660939520875,0.0,-0.00027442856454075964
0.44000000000000006,TM12,0.3347378549623198,5985.117236214589,0.0018772573541422923,0.0020063940269585776,0.7088156736305864,2.4626778859543994,0.0010647705379188506,721.5322907797494,0.0,-0.11649184936577879
0.44000000000000006,TE13,0.4072971177228144,3488.751574213348,0.001576524903257919,0.0016849741684423194,1.0573652249628664,3.6736630604621063,0.0006766039507408081,2192.5456716053995,0.0,0.000498998519822789
0.45999999999999996,TE11,0.08784923322365325,9463.442628194403,0.8464807529925781,0.8909133043995625,0.21779729156037445,0.7567052951851543,0.7111260011465408,25.018001307703074,0.0,0.000787196585162638
0.45999999999999996,TM11,0.18282391732568906,8846.735751206486,0.07784491618166244,0.08193106725808795,0.5126023464014173,1.7809629636223576,0.051657568349662494,119.773161033192,0.0,0.23491302223302163
0.45999999999999996,TE12,0.2543815366920744,8032.585016445615,0.0023132612909871255,0.0024346864986675106,0.19296398461711528,0.670425549802217,0.0019823582184950537,267.14778793322785,0.0,-0.00018581201312742646
0.45999999999999996,TM12,0.3347378549623198,6612.733759354318,0.0016848867921041028,0.001773328045777559,0.6857766113620734,2.3826319850628743,0.0009734362776835056,610.9928306676625,0.0,-0.09822161597549411
0.45999999999999996,TE13,0.4072971177228144,4480.848913704572,0.0015729257869362583,0.0016554901047194288,0.8063561788646393,2.801568311436035,0.0008251851451644502,1536.4976612904106,0.0,0.0004114339219337918
0.48,TE11,0.08784923322365325,9890.135040861755,0.8516670496436463,0.8855019391525714,0.22068555139398158,0.7667401376494614,0.7138317016167897,22.923677342313624,0.0,0.0007246160305360593
0.48,TM11,0.18282391732568906,9301.761026871714,0.09004273075419848,0.09361993366163156,0.5196651294726382,1.8055015853400453,0.059415328000975626,108.77080631125001,0.0,0.23115331362613872
0.48,TE12,0.2543815366920744,8531.145690690151,0.0009338393036319855,0.0009709387190322882,0.17954523230896305,0.6238040291505608,0.0008088942453192376,239.1189355341161,0.0,-0.00010747226334333994
0.48,TM12,0.3347378549623198,7210.150658721273,0.0014528080394631345,0.0015105249600760441,0.6704161625680632,2.329264319856506,0.0008497316651186652,527.382118187039,0.0,-0.08194436039992063
0.48,TE13,0.4072971177228144,5323.159939058939,0.0014240167739527306,0.0014805898798697747,0.665500464164042,2.3121854343239696,0.000836173811554308,1187.3086676721825,0.0,0.0003369564825908042
0.5,TE11,0.08784923322365325,10316.210601975865,0.8527141793229223,0.8781309858968016,0.22362379153914408,0.7769486295018668,0.7130313446679376,21.08362804545362,0.0,0.0006677634095900987
0.5,TM11,0.18282391732568906,9753.573102144015,0.10290454038036183,0.10597181058864943,0.526887821892224,1.8305957890385298,0.06751106487743529,99.2667826708184,0.0,0.2269868145491469
0.5,TE12,0.2543815366920744,9021.633823959985,0.00014259420990759918,0.00014684450800238913,0.16797956846308565,0.5836207972480607,0.0001246636422782291,215.57076152871323,0.0,-3.841308590011443e-05
0.5,TM12,0.3347378549623198,7784.324156874283,0.0011863385273397388,0.0012216996572607603,0.660178008408629,2.293693329005969,0.0006995830874882336,461.9140620980431,0.0,-0.06703287291688577
0.5,TE13,0.4072971177228144,6078.277864217765,0.001216545463543365,0.0012528069700187983,0.5719694215617572,1.9872253088133278,0.0007698494657360932,966.0617818185162,0.0,0.00027414590785889955
0.5,TM13,0.485411279388828,2512.9076795327283,0.0010578582976931456,0.0010893898241846943,2.0450575288342527,7.105257599579329,0.0002060163730081816,4229.805157296684,0.0,0.19417186577000117
0.52,TE11,0.08784923322365325,10741.742714785163,0.8500369825605376,0.8688726601088409,0.2265981636619222,0.787282656702262,0.7091033797156091,19.458027874123456,0.0,0.0006160450949047937
0.52,TM11,0.18282391732568906,10202.598866229531,0.11629058257147835,0.11886742565026134,0.5342211785113063,1.856074479546499,0.07584677131114895,90.9934087808036,0.0,0.2224498367624898
0.52,TE12,0.2543815366920744,9505.299165199363,5.673083168279691e-05,5.7987910697648036e-05,0.15791130578237725,0.5486400698513879,4.9998289106626515e-05,195.54837700331132,0.0,2.2256020919909514e-05
0.52,TM12,0.3347378549623198,8340.056231562075,0.000898596785904028,0.0009185084834565808,0.6535261890820242,2.270582541580674,0.0005327293284244207,409.2872457078599,0.0,-0.053142490549399346
0.52,TE13,0.4072971177228144,6775.418596733382,0.0009977514432394558,0.001019860274788881,0.5039968200020399,1.7510643025893788,0.0006666777091222908,811.9212582105838,0.0,0.00022171801312965823
0.52,TM13,0.485411279388828,3908.3935794870304,0.0006513808973925587,0.0006658146229787709,1.3945490072116014,4.845159508605253,0.0002134612593521269,2386.2624440039667,0.0,0.1151938189865171
0.54,TE11,0.08784923322365325,11166.793506886577,0.8440619524189216,0.8578330424096587,0.2295976142295251,0.7977038153442741,0.702431441207607,18.014599826971107,0.0,0.0005689423490767766
0.54,TM11,0.18282391732568906,10649.190781462796,0.13005041219550104,0.13217221844982185,0.5416277782321305,1.8818076426538597,0.08432007201154186,83.74157941105167,0.0,0.21758410335172687
0.54,TE12,0.2543815366920744,9983.133420662263,0.0007645693640459968,0.0007770435118099897,0.14907194685549527,0.5179289914073312,0.0006786158405246677,178.3479458890362,0.0,7.533733005912459e-05
0.54,TM12,0.3347378549623198,8880.80957010235,0.0006095066635498586,0.0006194509230792033,0.6494788924502536,2.2565207928302455,0.00036251533168902807,366.09882744994763,0.0,-0.04007940714651591
0.54,TE13,0.4072971177228144,7430.917698088483,0.0007943309227165251,0.0008072906380405081,0.4517318751865596,1.5694772855466503,0.0005534185868912337,697.8655480800935,0.0,0.00017850555949190224
0.54,TM13,0.485411279388828,4958.606764705136,0.0004789719186518361,0.0004867864699130174,1.1632097338523077,4.04140454966566,0.00018887287763746601,1711.060887238792,0.0,0.08287058041466652
0.56,TE11,0.08784923322365325,11591.41592769112,0.835214473746367,0.8451482846362112,0.23261327468853946,0.8081812929174244,0.6933936856881745,16.726952249725862,0.0,0.0005259987383767568
0.56,TM11,0.18282391732568906,11093.64278689734,0.14402808886698615,0.1457411192832488,0.5490789069564852,1.9076955153653643,0.09282771206140954,77.34574354908177,0.0,0.21243433395967243
0.56,TE12,0.2543815366920744,10455.93605938899,0.002325108336300906,0.002352762534398804,0.1412545436983287,0.49076855097556726,0.002076664496805083,163.4392473869751,0.0,0.00012155811390110372
